"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Eastern Canada","Quebec","QC","Quebec",24004,"Alfred-Pellan","Lachance","Michel","Bloc Québécois","Bloc",15549,29,55282
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Boucher Smoley","Charlotte","New Democratic Party","NDP",3758,8,50825
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Destroismaisons","Yves","Bloc Québécois","Bloc",18167,36,50825
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Edwards","Sherwin","People's Party","PPC",721,1,50825
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Lauzon","Stéphane","Liberal","Libs",18896,38,50825
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Louis-Seize","Marie","Conservative","Cons",6044,12,50825
"Eastern Canada","Quebec","QC","Quebec",24005,"Argenteuil--La Petite-Nation","Valiquette","Marjorie","Green Party","Green",2411,5,50825
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Barnabé","Éric","People's Party","PPC",210,1,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Castonguay","Mathieu","Parti Rhinocéros Party","PRP",180,0,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Côté","Rémi-Jocelyn","New Democratic Party","NDP",1435,4,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Massé","Rémi","Liberal","Libs",12188,34,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Michaud","Kristina","Bloc Québécois","Bloc",18500,51,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Morrison","James","Green Party","Green",699,2,36559
"Eastern Canada","Quebec","QC","Quebec",24006,"Avignon--La Mitis--Matane--Matapédia","Tremblay","Natasha","Conservative","Cons",2756,8,36559
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Bernier","Maxime","Parti Rhinocéros Party","PRP",1084,2,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Bernier","Maxime","People's Party","PPC",16796,28,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Fortin","Josiane","Green Party","Green",1461,2,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Jacques-Côté","François","New Democratic Party","NDP",1847,3,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Lehoux","Richard","Conservative","Cons",22860,38,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Rodrigue","Guillaume","Bloc Québécois","Bloc",8410,14,60576
"Eastern Canada","Quebec","QC","Quebec",24007,"Beauce","Veilleux","Adam","Liberal","Libs",6971,12,60576
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Beaudet","Simon-Pierre","New Democratic Party","NDP",5599,11,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Bujold","Antoine","Liberal","Libs",13020,26,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Bédard","Alicia","People's Party","PPC",1033,2,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Clarke","Alupa","Conservative","Cons",13185,26,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Elhak","Dalila","Green Party","Green",2127,4,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Moreau","Claude","ML","ML",78,0,51463
"Eastern Canada","Quebec","QC","Quebec",24008,"Beauport--Limoilou","Vignola","Julie","Bloc Québécois","Bloc",15149,30,51463
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Lennard","Carole","New Democratic Party","NDP",2732,5,53379
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Plamondon","Louis","Bloc Québécois","Bloc",29653,57,53379
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Rochefort","Nathalie","Liberal","Libs",9332,18,53379
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Synnott","Richard","People's Party","PPC",489,1,53379
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Turcotte","David","Green Party","Green",1697,3,53379
"Eastern Canada","Quebec","QC","Quebec",24009,"Bécancour--Nicolet--Saurel","Émond","Pierre-André","Conservative","Cons",8434,16,53379
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Blaney","Steven","Conservative","Cons",32283,50,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Bouchard-Théberge","Sébastien","Bloc Québécois","Bloc",14754,23,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Chamroeun","Khuon","New Democratic Party","NDP",3256,5,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Gilbert","Yves","Christian Heritage Party","CHP",188,0,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Harvey","Laurence","Liberal","Libs",10734,17,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Johnston","Marc","People's Party","PPC",1307,2,65560
"Eastern Canada","Quebec","QC","Quebec",24010,"Bellechasse--Les Etchemins--Lévis","Voyer","André","Green Party","Green",1925,3,65560
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Bernard","Chloé","People's Party","PPC",512,1,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Blanchet","Yves-François","Bloc Québécois","Bloc",35068,50,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Blondin","Michel","Pour l'Indépendance du Québec","Pl",205,0,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Carrier","Pierre","Green Party","Green",3255,5,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Dubé","Matthew","New Democratic Party","NDP",10086,14,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Hamel","Marie-Chantal","Liberal","Libs",16059,23,70554
"Eastern Canada","Quebec","QC","Quebec",24011,"Beloeil--Chambly","Laprise","Véronique","Conservative","Cons",4305,6,70554
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Brosseau","Ruth Ellen","New Democratic Party","NDP",19698,35,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Bélanger","Alain","Independent","Ind",154,0,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Bélanger","Josée","Conservative","Cons",5812,10,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Jubinville","Martin Acetaria Caesar","Parti Rhinocéros Party","PRP",151,0,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Laferrière","Éric","Green Party","Green",1008,2,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Légaré","Danny","Radical Marijuana","RM",107,0,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Massé","Luc","People's Party","PPC",428,1,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Perron","Yves","Bloc Québécois","Bloc",21200,38,57331
"Eastern Canada","Quebec","QC","Quebec",24012,"Berthier--Maskinongé","Poirier","Christine","Liberal","Libs",7796,14,57331
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Ayoub","Ramez","Liberal","Libs",20988,36,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Beaudet","Normand","Green Party","Green",2710,5,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Chabot","Louise","Bloc Québécois","Bloc",24486,42,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Fournier","Marie Claude","Conservative","Cons",5264,9,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Lamontagne","Alain","Parti Rhinocéros Party","PRP",215,0,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Mounanga","Désiré","People's Party","PPC",366,1,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Piano","Andy","Independent","Ind",89,0,59482
"Eastern Canada","Quebec","QC","Quebec",24013,"Thérèse-De Blainville","Wolker","Hannah","New Democratic Party","NDP",4431,8,59482
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","Albert","Clifford","People's Party","PPC",384,1,61696
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","Barsalou-Duval","Xavier","Bloc Québécois","Bloc",31009,51,61696
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","Chalifoux","Simon","Liberal","Libs",17333,28,61696
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","Daviault","Mathieu","Conservative","Cons",4910,8,61696
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","English","Sean","New Democratic Party","NDP",4192,7,61696
"Eastern Canada","Quebec","QC","Quebec",24014,"Pierre-Boucher--Les Patriotes--Verchères","Gariépy","Dany","Green Party","Green",2955,5,61696
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Ashe","Payton","Green Party","Green",1343,3,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Di Iorio","Joseph","Independent","Ind",212,0,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Dubourg","Emmanuel","Liberal","Libs",23231,58,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Lamour","Konrad","New Democratic Party","NDP",3204,8,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Lavoie","Anne-Marie","Bloc Québécois","Bloc",9043,22,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Lefebvre","Catherine","Conservative","Cons",2899,7,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Léger","Louis","People's Party","PPC",347,1,41360
"Eastern Canada","Quebec","QC","Quebec",24015,"Bourassa","Roy","Françoise","ML","ML",72,0,41360
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Allard","Monique","Bloc Québécois","Bloc",21152,34,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Bessette","Lyne","Liberal","Libs",23450,38,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Cloutier","Steeve","Parti Rhinocéros Party","PRP",310,0,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Cotton","Lawrence","VCP","VCP",187,0,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Côté","Bruno","Conservative","Cons",7697,12,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Dallaire","Normand","Green Party","Green",3302,5,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Jetté","Sylvie","New Democratic Party","NDP",4887,8,62403
"Eastern Canada","Quebec","QC","Quebec",24016,"Brome--Missisquoi","Poulin","François","People's Party","PPC",456,1,62403
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","Audet","Marc","New Democratic Party","NDP",5410,10,57309
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","De Luca","Grégory","Green Party","Green",2935,5,57309
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","Diotte","Marie-Claude","Bloc Québécois","Bloc",11131,20,57309
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","Hoa","Glenn","Conservative","Cons",6112,11,57309
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","Mendès","Alexandra","Liberal","Libs",30537,54,57309
"Eastern Canada","Quebec","QC","Quebec",24017,"Brossard--Saint-Lambert","Nassif","Sam","People's Party","PPC",527,1,57309
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Blanchette-Joncas","Maxime","Bloc Québécois","Bloc",17314,38,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Brassard-Fortin","Nancy","Conservative","Cons",4073,9,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Caron","Guy","New Democratic Party","NDP",13050,28,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Lacombe","Pierre","People's Party","PPC",232,0,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Picker-Paquin","Lysane","Parti Rhinocéros Party","PRP",179,0,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Pilon","Chantal","Liberal","Libs",10095,22,46525
"Eastern Canada","Quebec","QC","Quebec",24018,"Rimouski-Neigette--Témiscouata--Les Basques","Rioux","Jocelyn","Green Party","Green",824,2,46525
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","Bourdeau","Guillaume","New Democratic Party","NDP",4554,8,60360
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","Coly","René-Paul","Liberal","Libs",12584,21,60360
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","D'Eer","Alain","Bloc Québécois","Bloc",16053,27,60360
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","Moisan-Domm","Samuel","Green Party","Green",2042,4,60360
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","Paul-Hus","Pierre","Conservative","Cons",22484,38,60360
"Eastern Canada","Quebec","QC","Quebec",24019,"Charlesbourg--Haute-Saint-Charles","Pronovost","Joey","People's Party","PPC",1379,2,60360
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Bernier","Raymond","No Affiliation","None",1335,3,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Boucher","Sylvie","Conservative","Cons",15044,30,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Briand","Gérard","New Democratic Party","NDP",2841,6,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Desbiens","Caroline","Bloc Québécois","Bloc",18407,36,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Fortin","Manon","Liberal","Libs",10608,21,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Guertin","Richard","Green Party","Green",1355,3,51611
"Eastern Canada","Quebec","QC","Quebec",24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix","Parent","Jean-Claude","People's Party","PPC",1045,2,51611
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Benoit","Jeff","People's Party","PPC",563,1,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Chénier","Pierre","ML","ML",64,0,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Gagnon","Marc","Pour l'Indépendance du Québec","Pl",393,1,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Haddad","Meryam","Green Party","Green",1929,4,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Lalime","Marika","New Democratic Party","NDP",4005,8,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Laplante","Hugues","Conservative","Cons",5851,11,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Shanahan","Brenda","Liberal","Libs",20118,38,53473
"Eastern Canada","Quebec","QC","Quebec",24021,"Châteauguay--Lacolle","Valdivia","Claudia","Bloc Québécois","Bloc",19479,37,53473
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Bélanger","Line","Parti Rhinocéros Party","PRP",299,1,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Dautovic","Dajana","Liberal","Libs",7504,17,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Girard","Stéphane","New Democratic Party","NDP",2855,6,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Martel","Richard","Conservative","Cons",16155,37,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Tremblay","Valérie","Bloc Québécois","Bloc",15321,35,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Voyer","Jimmy","People's Party","PPC",359,1,44806
"Eastern Canada","Quebec","QC","Quebec",24022,"Chicoutimi--Le Fjord","Youde","Lynda","Green Party","Green",1388,3,44806
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Benoît","David","Bloc Québécois","Bloc",18571,32,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Bibeau","Marie-Claude","Liberal","Libs",21731,37,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Mathieu Chauvette","Naomie","New Democratic Party","NDP",5607,10,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Mc Neil","Jessy","Conservative","Cons",8446,14,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Reed","Paul","People's Party","PPC",586,1,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Rousseau","Jean","Green Party","Green",3044,5,59225
"Eastern Canada","Quebec","QC","Quebec",24023,"Compton--Stanstead","Therrien","Jonathan","Parti Rhinocéros Party","PRP",252,0,59225
